comentario;titulo;etiqueta
Tras un mes de uso, la bateria no llega al final del dia, es mas, solo hace medio dia con un uso normal. Lo mas importante LLEVA MALWARE EN LA ROM DE FABRICA. El GPS esta mas tiempo perdido que en su sitio, y si lo pones a cargar en el coche ya es la traca, se queda lelo y no funciona casi nada mientras carga. Al llegar al 15% de bateria se convierte en un ladrillo;Edito mi valoracion;negativo
Muy solid y bien valoracion qualidad precio;Muy solid y bien valoracion qualidad precio;neutro
Color como en la foto, prensa original, textura vaquera, buena calidad.;Buen precio;positivo
A parte de que funcione o no muy buena calidad.;Buena calidad;positivo
Es totalmente adictivo. Te ofrece experiencias increibles. No me esperaba que el resultado fuera tan intenso. Todas deberiamos tener uno.;Adictivo;negativo
Es demasiado pequeño me lo esperaba algo más grande aunq a mi hijo le encanta igual para dormir por la noche;Muy pequeño!!!;negativo
Es un adaptador sin más. Realiza su función sin más ni menos. La única pega que se le puede poner es que tiene un tamaño considerable por lo que si tienes poco espacio entre la pantalla y la pared quizá no tengas suficiente espacio. El diseño perfecto creo que sería si el conector DP hiciera 90º.;Hace su función;negativo
Para los niños que están aprendiendo a comer es genial;Muy util;positivo
Perfectos y súper cómodos, además de un diseño bonito. Os lo recomiendo comprar ! A mí me encantan. . .;Volveré a comprarlos más adelante;positivo
No vale para nada y menos aún los productos que venden esta empresa que los representa No compréis nada, que son muchos más caros que en otros sitios y además cuando tienes un problema no te defienden;No compréis en ama zon;negativo
Es comodisima y muy rápido.;No pesa tanto y es muy manejable;positivo
No puedo dar mi opinión porque recibi el mismo artículo de otro vendedor, pero de éste todavia estoy esperando recibirlo y esto no está bien,;No se si me gusta, ya que nunca la recibi.;negativo
Funciona aunque los materiales son de muy baja calidad, todo plástico. Hace bastante ruido la conexión de voz y hay un cierto retraso en la recepción de la imagen, por lo que cuando terminas de hablar y sueltas el pulsador no oyes lo que dice el que está en la puerta. No lo volvería a comprar;Poca calidad de construcción y funciona regular;positivo
Las medidas cuadran con lo que necesitaba, pero el acero inoxidable no es de gran calidad. Lo compre por Amazon porque fui incapaz de encontrar un modelo de esas medidas en el comercio convencional. De momento me servirá;Esperaba mejor calidad;positivo
La calidad no es del todo como me esperaba. Se me pincharon las ruedas a la segunda salida que hice con estas cámaras. No son más resistentes a pinchazos que otras bastante más económicas;Tienen buena pinta pero pinchazo a la primera;positivo
Amazon tendría que hacer limpieza si no quiere parecerse a aliexpres De tres que pedí, solo una llego en buen estado las otras tenían la especie de peine deformado, con patillas pegadas y con exceso de material en comparación de la que funcionaba. No recomiendo nada la compra la devolución te lo complican al máximo. He preferido tirarla que devolverla.;Muy mala calidad;negativo
Perfecto para las conexiones de la radio;Conectores;positivo
Precio calidad no está nada mal. Lo utilizo para los sitios donde no llega la secadora. El hilo se rompe con facilidad, pero tal vez sea yo que no lo utilizo bien. Tal vez los 300 vatios se quedan un poco cortos.;Perfecto;neutro
Los colores azules salen rosa, probé con otro y perfecto. El anterior pedido sin embargo todo fue bien;Poca calidad;positivo
No aconsejo su compra, ya que es un producto orientado a contratar un servicio de pago después de 30 días de prueba.;Escucha más de lo que debe;negativo
El diseño esta bien, pero no carga correctamente, la entrada del usb, realiza cargas inalámbricas de vez en cuando debido al mal contacto y la orgura que tiene y aun sujetándolo debido al contacto contra la rejilla de ventilacion;Debe mejorar;negativo
El rellenar es un poco rollo porque gotea y no lleva para poner esencias.;Que funciona;negativo
Mi hija está encantada, se lo pone mucho pero no le pongo las 5 estrellas xq los números se ven muy poco, la idea es que aprendiera un poco de las horas, pero cuando la hora tiene 2 dígitos el primero no alcanza a leerlo nunca.;Chulo, pero la hora se ve fatal.;negativo
Buena relación calidad precio;Es ergonómico y funciona bien;positivo
Acopla muy bien. Y llegó en el día acordado.;Buen producto.;positivo
articulo bueno en relación calidad precio.bueno,bien presentado y en un estuche correcto;reloj;positivo
Es cómodo que se pueda usar sin cable. Corta bastante bien. Lo he usado en perro de pelo espeso y con gran cantidad. Me venía todo menos el aceite engrasante. Complementos útiles. La bateria dura tiempo suficiente.;Recomendable;positivo
Llego todo en tiempo y forma no cumplieron para nada en los colores, enviaron lo que quisieron estoy disconforme .....;Disconformidad por q enviaron otros colores;negativo
He comprado muchisimos de aliexpress por menos de 80 centimos y me ha sido mas facil colocarlos que este. Se me han quedado como burbujitas y es imposible sacarlas.;Burbujas;negativo
El casco es ligero, pero en mi caso tiene dos inconvenientes. La visera para el sol deforma demasiado los objetos y da una sensación extraña a la vista. El casco es demasiado grande exteriormente, yo lo quería para guardar bajo el asiento, donde entra un casco integral normal, pero este no me entra. Por lo demás, no se le puede pedir mucho más por ese precio.;Casco normalito.;negativo
Lo que más me ha gustado es que llegó súper temprano;Mochila;positivo
Repostería baja en carbohidratos.;Sabor intenso;positivo
Al segundo dia de usarlo se rompió la pieza que gradua la altura.;MALA CALIDAD;negativo
Buen vendedor, todo coincide con lo escrito en la pagina web;Funda para xiaomi 6a;positivo
"Es elegante y queda bien. Pero con Wear OS hay poco a destacar respecto a otros. Para ejercicio, mejor uno específico, éste es para ""vestir"". En uso normal, la batería un día o día y medio. Ya en el modo ahorro no lo sé. Tarda un poco en reaccionar al tacto. Resumen: está bien, pero no le añade nada a un LG Urban que tenía desde hace 4 años.";Bonito, pero sin más;negativo
Al poco tiempo de usarla le han salido manchas de óxido;Se oxida;negativo
Compre para cuñado, imagino que el esta contento. Confío a este marca;Calidad;positivo
Aparece como oferta flash y tras una semana esperando he tenido que solicitar el reembolso del producto porque ni había llegado ni se sabía cuando podría llegar. Si te corre prisa ni te molestes en pedirla, seguro que cualquier otra llega antes.;No ha llegado;negativo
es una buena solución, aunque, para mi gusto, el tubo es excesivamente largo, lo que dificulta la succión del liquido;comodidad de no tener que descargar la mochila para beber;neutro
Hace ya unos meses que lo compre y ya no es igual que antes ahora te undes en el colchón;Regular;negativo
Envío muy rápido y cumplió perfectamente las expectativas de lo que esperaba, con este envío de cinco pulseras hay colores para todos los gustos;Antonio;positivo
es sencilla pero esta bien ,lo único que se inclina bastante para delante y tiene poca base de apoyo. por lo demás bien;kit camara;positivo
A los pocos días de poner el cristal, un par de semanas,comenzó a despegarse por alguna esquina. Además es bastante frágil. Con el cristal puesto, el móvil se ha caido una vez, desde no mucha altura, y teniendo la funda puesta, con lo que debería estar más protegido, y el supuesto cristal templado se ha rajado por completo. Es una pena, porque la verdad es que ajusta perfectamente por tamaño.;Se despega al cabo de los días;negativo
recepcion o presentacion muy mala, todos los globos dentro de una bolsa sin cerrar y sin ninguna referencia, la verdad muy mal.;mal;negativo
Muy bonita y muy bien hecha, pero no es la que usa Luna en las películas... la próxima vez investigaré antes de comprar otra.;NO ES LA DE LUNA...;negativo
No me ha gustado nada , lo que menos el precio. Ojo de halcón no tiene una flecha que poner en el arco, y el arco no tiene cuerda.;una birria;negativo
Muy buen producto, muy comodo y protege muy bien, lo recomiendo bastante ya que si se cae resiste muy bien el golpe y asi no se rompe la carcasa original, muy bueno!;Protege de lujo!;positivo
no es practica,no corta nada bien,en resumen solo vale para ocupar espacio.;no es funcional;negativo
El producto no me ha llegado .asi que mi valoración es mala. No se que habrá ocurrido ,espero que no tarde.;Reyes Gómez Goñi;negativo
Decepción total, el consumo es de casi 300W, es muy ruidoso y la humedad que se reduce, tengo varios higrómetros, después de estar en funcionamiento varias horas y luego de estar apagado pocos minutos, vuelve a ser la misma de que al principio. Creo que el agua que se recoge es generada por el mismo compresor, es agua helada y realmente no es la humedad ambiental. Considero que solo me ha servido para gastar electricidad. Lamentablemente he solicitado la devolución.;Consumo eléctrico es de casi 300 watts;negativo
La he comprado por error ya que yo quería otra más sencilla y un poco más económica. Dado que devolverla me costaba dinero he optado por quedarmela Es un poco incomoda para pedalear pues se atranca bastante. Se resvala cuando pedaleas con lo que tengo que estár modificando la postura. Las indicaciones no van en español. No lleva manual de instrucciones para saber como configurar el reloj.;Minibicicleta Estática;negativo
Me ha gustado el aspecto exterior y el tacto. Pero tiene un problema grave: no deja abrir del todo el MacBook. Sólo deja abrir hasta 90º, es una faena.;No deja abrir la tapa del todo;negativo
dura la bateria muy poco y la caliada del sonido deja mucho que desear;flojo;neutro
No son verdaderas las converse, en el logotipo debería de tener una estrella, estás no la tienen. La estrella debería de encontrarse en la o de cOnverse.;Producto falso.;negativo
Parece resistente pero el anclaje de la parte superior no me ha gustado nada, se queda suelto y se supone que se sujeta con el peso del niño.;Sobre todo seguridad;negativo
Para regalo y nada mas abrirlo se callo la visera, aunque por lo que cuesta tampoco se le puede exigir mucho.;Demasiado endeble.;negativo
Le quedan perfectas de talla y son tal como en la foto, estoy contenta con la compra. Son muy chulas;Perfectas de talla;positivo
Muy bien , juegan mucho con el;No tóxico;negativo
Compramos los cuadros para decorar el salon y la verdad es que quedan preciosos ,por ese precio cumplió mis expectativas con creces,los recomiendo.;me encanta;positivo
Me gustan mucho los rotuladores BIC Velleda para mi pizarra. He puesto 4 estrellas pero porque me gustaría que se pudiesen vender en cajas de 6 también, ya que los uso a modo particular y 12 me duran mucho tiempo y después de mucho tiempo algunos se secan un poco... Por lo demás, muy buena marca!;Rotuladores muy buenos;positivo
